"","name","code","region","ngs_capacity","facility_access","sequencing_capacity","date_tests_last_reported","rept_tests_within_last_6_months","days_since_tests_reported","tests_in_last_year_raw","cases_in_last_year_raw","tests_in_last_year_smoothed","cases_in_last_year_smoothed","cases_in_last_year_smoothed_truncated","avg_tpr_find","tpr_year_raw","tpr_year_smoothed","tpr_year_smoothed_truncated","tpr","avg_daily_test_per_1000_last_year_raw","avg_daily_tests_per_1000_last_year_smoothed","population_size","dx_testing_capacity","dx_testing_rec","dx_archetype","cases_in_last_year","cases_per_100k_last_year","sequences_in_last_year","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","cum_seq","cum_cases","cum_cases_per_100k","country","prev_test_rec","sars_cov_2_sequencing","old_archetype","world_bank_economies","LMIC_status","archetype_orig","archetype_orig_w_HICs","archetype_draft"
"104","Republic of the Congo","COG","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 12, 2022",TRUE,20,262393,14390,262373,14399,14381,0.0580769125636323,0.0548414020191087,0.0548798847442382,0.0548112801240981,5.48112801240981,0.13027998033832,0.136633817016827,5518000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",14390,254.374,412,2.86,7.283,545,24071,NA,"Republic of the Congo","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"105","Republic of the Congo","COG","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 12, 2022",TRUE,20,262393,14390,262373,14399,14381,0.0580769125636323,0.0548414020191087,0.0548798847442382,0.0548112801240981,5.48112801240981,0.13027998033832,0.136633817016827,5518000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",14390,254.374,412,2.86,7.283,545,24071,NA,"Republic of the Congo","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"106","Romania","ROU","Europe",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 10, 2022",TRUE,22,14189882,1897573,14214092,1905162,1841454,0.0936561495218293,0.133727186737705,0.134033324112437,0.129551293181443,12.9551293181443,2.02081240467283,2.13541900153057,19238000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",1894652,9905.241,8027,0.42,41.965,10468,2853570,NA,"Romania","Meets testing target","Does not meet sequencing target","Sustain","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"107","Russia","RUS","Europe",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 25, 2022",TRUE,7,162765573,13098616,163909004,13066049,12978703,0.0739035456332123,0.0804753472037972,0.0797152607918965,0.0791823675531577,7.91823675531577,3.05571749360895,3.11128018369174,145934000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",13079820,8964.183,9943,0.08,6.814,14248,17583111,NA,"Russia","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"108","Russia","RUS","Europe",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 25, 2022",TRUE,7,162765573,13098616,163909004,13066049,12978703,0.0739035456332123,0.0804753472037972,0.0797152607918965,0.0791823675531577,7.91823675531577,3.05571749360895,3.11128018369174,145934000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",13079820,8964.183,9943,0.08,6.814,14248,17583111,NA,"Russia","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"109","Rwanda","RWA","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,3954764,107808,3960554,108160,108160,0.0263728047854977,0.0272602865809439,0.02730931076814,0.02730931076814,2.730931076814,0.836548012894819,0.837772766886375,12952000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",107804,811.99,377,0.35,2.84,727,129722,NA,"Rwanda","Meets testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"110","Saint Lucia","LCA","Americas",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,104451,18714,104776,18721,18721,0.145777212723384,0.17916535025993,0.178676414446056,0.178676414446056,17.8676414446056,1.5552561048243,1.56009529481834,184000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",18708,10145.281,81,0.43,43.926,99,22953,NA,"Saint Lucia","Meets testing target","Does not meet sequencing target","Sustain","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"111","Samoa","WSM","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",1710,854.385,0,0,0,0,1713,NA,"Samoa","Insufficient testing data","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"112","San Marino","SMR","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 22, 2022",TRUE,10,89392,10607,90088,10582,10351,0.0821342878609926,0.118657150528011,0.117462925139863,0.114898765651363,11.4898765651363,7.20322320709105,7.40124876766349,34000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",10607,31187.886,0,0,0,0,15345,NA,"San Marino","Meets testing target","Does not meet sequencing target","Connect/Build","High income","High Income","Connect","Connect/Build","Sequence"
"113","São Tomé and Príncipe","STP","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 28, 2022",TRUE,4,25064,3716,24996,3730,3730,0.240809963394304,0.148260453239706,0.149223875820131,0.149223875820131,14.9223875820131,0.313554763245137,0.312704072058548,219000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",3716,1663.652,9,0.24,4.029,10,5948,NA,"São Tomé and Príncipe","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"114","Saudi Arabia","SAU","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,26492687,360313,26493224,361688,361688,0.0102834459731912,0.0136004701976813,0.0136520945884125,0.0136520945884125,1.36520945884125,2.08487114694057,2.0849134067463,34814000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",360217,1019.27,161,0.04,0.456,1247,750814,NA,"Saudi Arabia","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"115","Senegal","SEN","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,604386,47119,604957,47311,47311,0.0583593985345975,0.0779617661560658,0.0782055584115896,0.0782055584115896,7.82055584115896,0.0988922631864859,0.0989856926873008,16744000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",47113,273.972,793,1.68,4.611,1552,85895,NA,"Senegal","Does not meet testing target","Does not meet sequencing target","Sustain","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"116","Serbia","SRB","Europe",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,5762115,1372822,5767247,1383404,1383404,0.186782114696097,0.2382496704769,0.23987250762799,0.23987250762799,23.987250762799,1.80686922723545,1.80847850661884,8737000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",1371161,19954.182,242,0.02,3.522,679,1976567,NA,"Serbia","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"117","Sierra Leone","SLE","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 16, 2022",TRUE,16,251583,3693,253113,3701,3696,0.0219726019848089,0.0146790522412087,0.0146219277555874,0.0146021737326807,1.46021737326807,0.0864069817162699,0.0901430390782591,7977000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",3693,45.361,24,0.65,0.295,61,7674,NA,"Sierra Leone","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Low income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"118","Solomon Islands","SLB","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",11454,1627,30,0.26,4.261,37,11473,NA,"Solomon Islands","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"119","Somalia","SOM","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","January 10, 2022",TRUE,81,307985,14911,309515,15283,13141,0.0601544570922286,0.0484146955208858,0.049377251506389,0.0424567468458718,4.24567468458718,0.0530922116999903,0.0678568852546352,15893000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",14911,91.146,0,0,0,35,26410,NA,"Somalia","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"120","South Korea","KOR","Western Pacific",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","October 31, 2021",TRUE,152,8056762,13535721,8179668,12619561,263904,0.0309045789886682,1.68004478722345,1.54279623573964,0.0322634121580485,3.22634121580485,0.43053932294262,0.73863023139389,51269000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",13271624,25867.998,30820,0.23,60.072,35836,13375817,NA,"South Korea","Meets testing target","Does not meet sequencing target","Sustain","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"121","South Korea","KOR","Western Pacific",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","October 31, 2021",TRUE,152,8056762,13535721,8179668,12619561,263904,0.0309045789886682,1.68004478722345,1.54279623573964,0.0322634121580485,3.22634121580485,0.43053932294262,0.73863023139389,51269000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",13271624,25867.998,30820,0.23,60.072,35836,13375817,NA,"South Korea","Meets testing target","Does not meet sequencing target","Sustain","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"122","South Sudan","SSD","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,228373,7081,228804,7111,7111,0.0272074819406145,0.0310062923375355,0.0310790021153476,0.0310790021153476,3.10790021153476,0.0558941801013753,0.0559996671406649,11194000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",7065,62.075,58,0.82,0.51,107,17262,NA,"South Sudan","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"123","Sri Lanka","LKA","South-East Asia",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,5125524,568864,5145511,569011,566709,0.10099407966655,0.110986505965049,0.110583963380896,0.110136583130422,11.0136583130422,0.65579468112125,0.67310493991647,21413000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",568714,2645.513,2337,0.41,10.871,2666,661631,NA,"Sri Lanka","Meets testing target","Does not meet sequencing target","Sustain","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"124","Sudan","SDN","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","October 27, 2021",TRUE,156,331247,30135,326709,30439,8921,0.106464396416156,0.0909744088248346,0.0931685383628856,0.0273056450847696,2.73056450847696,0.0206966185636448,0.0351451615471104,43849000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",30135,67.102,14,0.05,0.031,129,61968,NA,"Sudan","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"125","Syria","SYR","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",36656,200.572,74,0.2,0.405,74,55695,NA,"Syria","Insufficient testing data","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"126","Taiwan","TWN","Western Pacific",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,12355236,22593,12205239,22038,22038,0.00255993848535262,0.00182861743798338,0.00180561806286628,0.00180561806286628,0.180561806286628,1.42125211587671,1.40399760502599,23817000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",22358,93.725,127,0.57,0.532,321,23396,NA,"Taiwan","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"127","Taiwan","TWN","Western Pacific",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,12355236,22593,12205239,22038,22038,0.00255993848535262,0.00182861743798338,0.00180561806286628,0.00180561806286628,0.180561806286628,1.42125211587671,1.40399760502599,23817000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",22358,93.725,127,0.57,0.532,321,23396,NA,"Taiwan","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"128","Tajikistan","TJK","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 30, 2020",FALSE,732,0,4072,0,4068,0,NA,Inf,Inf,NA,NA,0,NA,9538000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",4072,41.766,0,0,0,0,17786,NA,"Tajikistan","Insufficient testing data","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"129","Tanzania","TZA","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 02, 2022",TRUE,30,451896,33306,325480,33289,33105,0.0705557821696897,0.0737027988740772,0.102276637581418,0.101711318667814,10.1711318667814,0.0207264076217349,0.0161207784491522,59734000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",33306,54.157,0,0,0,0,33815,NA,"Tanzania","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"130","Thailand","THA","South-East Asia",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 05, 2022",TRUE,27,18075351,3655866,19364230,3575371,3575371,0.183211350483542,0.202256985217051,0.184637912274333,0.184637912274333,18.4637912274333,0.709477214742709,0.760067119362562,69800000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",3627837,5186.266,13655,0.38,19.521,14781,3656740,NA,"Thailand","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"131","Togo","TGO","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,445784,26289,446599,26861,26861,0.0499963798533826,0.058972506864311,0.0601456787856668,0.0601456787856668,6.01456787856668,0.147520959946523,0.147790663619953,8279000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",26285,310.029,166,0.63,1.958,358,36939,NA,"Togo","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"132","Tonga","TON","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",6423,NA,0,0,NA,0,6423,NA,"Tonga","Insufficient testing data","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"133","Tunisia","TUN","Eastern Mediterranean",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 31, 2022",TRUE,1,3412054,780576,3424336,783291,783291,0.189958659289161,0.228770119113003,0.228742448170974,0.228742448170974,22.8742448170974,0.790937740137485,0.793784792770406,11819000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",780576,6539.808,572,0.07,4.792,859,1035884,NA,"Tunisia","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"134","Turks and Caicos Islands","TCA","Americas",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",3573,9108.754,10,0.28,25.493,20,5911,NA,"Turks and Caicos Islands","Insufficient testing data","Does not meet sequencing target","Sustain","High income","High Income","Connect","Connect/Build","Sequence"
"135","Uganda","UGA","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 31, 2022",TRUE,1,1612866,123030,1613600,123072,123072,0.0650475585466399,0.0762803605507215,0.076271690629648,0.076271690629648,7.6271690629648,0.0966050361580226,0.0966490001925673,45741000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",123016,261.05,440,0.36,0.934,856,164010,NA,"Uganda","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Low income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"136","Ukraine","UKR","Europe",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 31, 2022",TRUE,1,-2175760,3297808,11259983,3336720,3178129,0.227137620883541,-1.51570393793433,0.296334372796122,0.282249893272485,28.2249893272485,-0.136300962669087,0.789770548163311,43734000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",3297808,7586.954,385,0.01,0.886,619,5040518,NA,"Ukraine","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"137","United Arab Emirates","ARE","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,110536783,427829,110320480,433449,433449,0.00425777873781662,0.00387046726337241,0.00392899849601815,0.00392899849601815,0.392899849601815,30.6208798149508,30.5609595966591,9890000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",427541,4279.226,23,0.01,0.23,2621,891300,NA,"United Arab Emirates","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"138","Uruguay","URY","Americas",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 30, 2022",TRUE,2,4623190,780451,4660992,785849,785849,0.126813959388213,0.168812227055345,0.168601233385511,0.168601233385511,16.8601233385511,3.64602014179699,3.67583220952516,3474000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",779747,22373.4,171,0.02,4.907,751,887956,NA,"Uruguay","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"139","Uzbekistan","UZB","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","July 14, 2020",FALSE,626,0,154737,0,155168,0,NA,Inf,Inf,NA,NA,0,NA,33469000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",154699,455.858,62,0.04,0.183,90,237749,NA,"Uzbekistan","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"140","Vanuatu","VUT","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",3376,1073.573,0,0,0,2,3379,NA,"Vanuatu","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"141","Venezuela","VEN","Americas",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","May 30, 2021",FALSE,306,21286,358746,27868,362180,74740,3.46525631816619,16.8536127031852,12.9962681211425,NA,268.192909430171,0.00205084428960396,0.0158068600002723,28436000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",358622,1249.339,280,0.08,0.975,430,520373,NA,"Venezuela","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"142","Venezuela","VEN","Americas",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","May 30, 2021",FALSE,306,21286,358746,27868,362180,74740,3.46525631816619,16.8536127031852,12.9962681211425,NA,268.192909430171,0.00205084428960396,0.0158068600002723,28436000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",358622,1249.339,280,0.08,0.975,430,520373,NA,"Venezuela","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"143","Vietnam","VNM","Western Pacific",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","May 08, 2021",FALSE,328,284137,9648046,118803,9323110,686,0.00749982598529946,33.9556129613531,78.4753752009629,0.00577426495963907,0.577426495963907,0.00799738577801883,0.030512692754189,97339000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",9561992,9740.355,3152,0.03,3.211,3313,9564609,NA,"Vietnam","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"144","Vietnam","VNM","Western Pacific",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","May 08, 2021",FALSE,328,284137,9648046,118803,9323110,686,0.00749982598529946,33.9556129613531,78.4753752009629,0.00577426495963907,0.577426495963907,0.00799738577801883,0.030512692754189,97339000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",9561992,9740.355,3152,0.03,3.211,3313,9564609,NA,"Vietnam","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"145","Yemen","YEM","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",7275,23.86,0,0,0,0,11807,NA,"Yemen","Insufficient testing data","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"146","Zambia","ZMB","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,2108019,228392,2113852,228612,228612,0.0809015846350796,0.108344374505163,0.108149482556016,0.108149482556016,10.8149482556016,0.314153313780893,0.315022592605839,18384000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",228301,1206.623,615,0.27,3.25,1314,316850,NA,"Zambia","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"147","Zimbabwe","ZWE","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,1745107,209518,1745438,209200,209200,0.0873694809513313,0.120060259915295,0.119855302795058,0.119855302795058,11.9855302795058,0.321679006155766,0.321740020036885,14863000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",209390,1387.408,171,0.08,1.133,730,246292,NA,"Zimbabwe","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"148","Cook Islands","COK","",NA,NA,NA,"No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",1986,NA,0,0,NA,0,1986,NA,"Cook Islands","Insufficient testing data","Does not meet sequencing target","Connect/Build",NA,NA,"Connect","Connect/Build","Sequence"
"149","Falkland Islands","FLK","",NA,NA,NA,"No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",71,2012.472,0,0,0,0,125,NA,"Falkland Islands","Insufficient testing data","Does not meet sequencing target","Connect/Build",NA,NA,"Connect","Connect/Build","Sequence"
"150","Saint Pierre and Miquelon","SPM","",NA,NA,NA,"No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",1933,33495.062,0,0,0,0,1959,NA,"Saint Pierre and Miquelon","Insufficient testing data","Does not meet sequencing target","Connect/Build",NA,NA,"Connect","Connect/Build","Sequence"
"151","Vatican City","VAT","",NA,NA,NA,"No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",2,246.305,0,0,0,0,29,NA,"Vatican City","Insufficient testing data","Does not meet sequencing target","Connect/Build",NA,NA,"Connect","Connect/Build","Sequence"
