"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Moldova","MDA",4034000,"Lower middle income","June 13, 2021",626,NaN,NaN,878,0.34,10.571,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.34 %","10.6 per 100k persons"
"Monaco","MCO",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0.06,10.962,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.06 %","11 per 100k persons"
"Mongolia","MNG",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,1665,0.55,16.478,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.55 %","16.5 per 100k persons"
"Montenegro","MNE",628000,"Upper middle income","June 21, 2021",618,NaN,NaN,929,0.43,39.867,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.43 %","39.9 per 100k persons"
"Montserrat","MSR",NaN,"No income data","No tests reported",NaN,NaN,NaN,28,0.73,203.943,"Insufficient testing data","Meets sequencing target",NaN,"Insufficient data",NaN,"Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","0.73 %","203.9 per 100k persons"
"Morocco","MAR",36911000,"Lower middle income","January 03, 2023",57,0.0598,0.16,1709,0.84,2.509,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","6 %","0.16 per 1,000 persons","0.84 %","2.5 per 100k persons"
"Mozambique","MOZ",31255000,"Low income","January 03, 2023",57,0.0408,0.01,1591,5.35,1.304,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.1 %","0.01 per 1,000 persons","5.35 %","1.3 per 100k persons"
"Myanmar","MMR",54410000,"Lower middle income","February 27, 2023",2,0.017,0.15,106,0.07,0.054,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.7 %","0.15 per 1,000 persons","0.07 %","0.1 per 100k persons"
"Namibia","NAM",2541000,"Upper middle income","September 13, 2022",169,0.0968,0.25,833,1.27,7.518,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.7 %","0.25 per 1,000 persons","1.27 %","7.5 per 100k persons"
"Nauru","NRU",NaN,"High income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Nepal","NPL",29137000,"Lower middle income","March 01, 2023",0,0.0406,0.06,3336,1.99,1.571,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.1 %","0.06 per 1,000 persons","1.99 %","1.6 per 100k persons"
"Netherlands","NLD",17135000,"High income","January 25, 2022",400,NaN,NaN,159350,2.34,292.553,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.34 %","292.6 per 100k persons"
"New Caledonia","NCL",285000,"High income","September 07, 2021",540,NaN,NaN,62,0.21,18.278,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.21 %","18.3 per 100k persons"
"New Zealand","NZL",4822000,"High income","February 27, 2023",2,NaN,0.65,32248,1.14,458.104,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","Insufficient data","0.65 per 1,000 persons","1.14 %","458.1 per 100k persons"
"Nicaragua","NIC",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,867,6.95,1.669,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","6.95 %","1.7 per 100k persons"
"Niger","NER",24207000,"Low income","November 06, 2022",115,0.0099,0.01,342,4.12,0.118,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","1 %","0.01 per 1,000 persons","4.12 %","0.1 per 100k persons"
"Nigeria","NGA",206140000,"Lower middle income","December 30, 2022",61,0.0089,0.02,7750,7.97,0.44,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","0.9 %","0.02 per 1,000 persons","7.97 %","0.4 per 100k persons"
"Niue","NIU",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,0,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons"
"Norfolk Island","NFK",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"North Korea","PRK",NaN,"Low income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"North Macedonia","MKD",2083000,"Upper middle income","February 24, 2022",370,NaN,NaN,1028,0.4,9.314,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.4 %","9.3 per 100k persons"
"Northern Mariana Islands","MNP",NaN,"High income","No tests reported",NaN,NaN,NaN,797,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Norway","NOR",5421000,"High income","November 13, 2022",108,0.4575,0.38,75150,8.26,337.429,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","45.8 %","0.38 per 1,000 persons","8.26 %","337.4 per 100k persons"
"Oman","OMN",5107000,"High income","May 28, 2021",642,NaN,NaN,1042,0.76,2.863,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.76 %","2.9 per 100k persons"
"Pakistan","PAK",220892000,"Lower middle income","February 27, 2023",2,0.0136,0.06,6105,3.16,0.885,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.4 %","0.06 per 1,000 persons","3.16 %","0.9 per 100k persons"
"Palau","PLW",NaN,"High income","No tests reported",NaN,NaN,NaN,66,2.36,287.547,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.36 %","287.5 per 100k persons"
"Palestine","PSE",5101000,"Lower middle income","February 03, 2022",391,NaN,NaN,126,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Panama","PAN",4315000,"High income","February 11, 2023",18,0.1377,1.33,6563,0.77,48.224,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.8 %","1.33 per 1,000 persons","0.77 %","48.2 per 100k persons"
"Papua New Guinea","PNG",8947000,"Lower middle income","November 28, 2021",458,NaN,NaN,4715,5.83,3.165,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","5.83 %","3.2 per 100k persons"
"Paraguay","PRY",7133000,"Upper middle income","March 27, 2022",339,0.1296,0.29,2803,0.71,17.314,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","13 %","0.29 per 1,000 persons","0.71 %","17.3 per 100k persons"
"Peru","PER",32972000,"Upper middle income","February 20, 2023",9,0.1013,0.9,46080,2.56,72.938,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","10.1 %","0.9 per 1,000 persons","2.56 %","72.9 per 100k persons"
"Philippines","PHL",109581000,"Lower middle income","February 27, 2023",2,0.0653,0.16,26933,1.65,5.894,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","6.5 %","0.16 per 1,000 persons","1.65 %","5.9 per 100k persons"
"Pitcairn Islands","PCN",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,0,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons"
"Poland","POL",37847000,"High income","February 15, 2023",14,0.1625,0.34,89914,1.53,28.304,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","16.2 %","0.34 per 1,000 persons","1.53 %","28.3 per 100k persons"
"Portugal","PRT",10197000,"High income","June 02, 2022",272,0.2955,4.74,45371,0.71,151.156,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","29.5 %","4.74 per 1,000 persons","0.71 %","151.2 per 100k persons"
"Puerto Rico","PRI",NaN,"High income","No tests reported",NaN,NaN,NaN,14167,NaN,124.062,"Insufficient testing data","Insufficient data",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","124.1 per 100k persons"
"Qatar","QAT",2881000,"High income","November 13, 2022",108,0.1693,0.93,6118,0.91,46.38,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","16.9 %","0.93 per 1,000 persons","0.91 %","46.4 per 100k persons"
"Republic of the Congo","COG",5518000,"Lower middle income","July 04, 2022",240,0.0027,0.1,697,7.43,1.692,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","0.3 %","0.1 per 1,000 persons","7.43 %","1.7 per 100k persons"
"Romania","ROU",19238000,"High income","June 27, 2022",247,0.0807,1.04,19268,0.98,29.95,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","8.1 %","1.04 per 1,000 persons","0.98 %","30 per 100k persons"
"Russia","RUS",145934000,"Upper middle income","February 20, 2023",9,0.1117,1.02,65200,0.57,22.278,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Strengthen/Leverage","no","11.2 %","1.02 per 1,000 persons","0.57 %","22.3 per 100k persons"
"Rwanda","RWA",12952000,"Low income","January 03, 2023",57,0.003,0.29,786,0,0,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","0.3 %","0.29 per 1,000 persons","0 %","0 per 100k persons"
"Saint Helena","SHN",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Saint Kitts and Nevis","KNA",53000,"High income","February 17, 2023",12,0.0166,3.28,77,0.19,4.195,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","1.7 %","3.28 per 1,000 persons","0.19 %","4.2 per 100k persons"
"Saint Lucia","LCA",184000,"Upper middle income","October 08, 2022",144,0.0891,1.87,291,2.04,81.169,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","8.9 %","1.87 per 1,000 persons","2.04 %","81.2 per 100k persons"
"Saint Martin","MAF",NaN,"High income","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Saint Pierre and Miquelon","SPM",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Saint Vincent and the Grenadines","VCT",111000,"Upper middle income","August 28, 2022",185,0.0728,0.75,244,1.88,23.086,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","7.3 %","0.75 per 1,000 persons","1.88 %","23.1 per 100k persons"
"Saint-Barthélemy","BLM",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Samoa","WSM",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"San Marino","SMR",34000,"High income","December 27, 2022",64,0.1542,5.42,0,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","15.4 %","5.42 per 1,000 persons","0 %","0 per 100k persons"
"São Tomé and Príncipe","STP",219000,"Lower middle income","December 30, 2022",61,0.0217,0.23,11,0,0,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.2 %","0.23 per 1,000 persons","0 %","0 per 100k persons"
"Saudi Arabia","SAU",34814000,"High income","March 01, 2023",0,0.0188,0.36,1854,0.28,0.648,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","1.9 %","0.36 per 1,000 persons","0.28 %","0.6 per 100k persons"
"Senegal","SEN",16744000,"Lower middle income","January 03, 2023",57,0.0115,0.05,6047,16.31,3.032,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.1 %","0.05 per 1,000 persons","16.31 %","3 per 100k persons"
"Serbia","SRB",8737000,"Upper middle income","March 01, 2023",0,0.1639,1.14,2188,0.24,20.578,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","16.4 %","1.14 per 1,000 persons","0.24 %","20.6 per 100k persons"
"Seychelles","SYC",98000,"High income","December 21, 2020",800,NaN,NaN,1549,1.86,195.081,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","1.86 %","195.1 per 100k persons"
"Sierra Leone","SLE",7977000,"Low income","December 30, 2022",61,0.001,0.04,123,0,0,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","0.1 %","0.04 per 1,000 persons","0 %","0 per 100k persons"
"Singapore","SGP",5850000,"High income","January 30, 2023",30,0.075,10.26,30724,1.14,298.154,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","7.5 %","10.26 per 1,000 persons","1.14 %","298.2 per 100k persons"
"Sint Maarten (Dutch part)","SXM",NaN,"High income","No tests reported",NaN,NaN,NaN,2532,NaN,968.501,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","968.5 per 100k persons"
"Slovakia","SVK",5460000,"High income","February 27, 2023",2,0.1937,1.49,45095,3.21,303.963,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","no","19.4 %","1.49 per 1,000 persons","3.21 %","304 per 100k persons"
"Slovenia","SVN",2079000,"High income","March 01, 2023",0,0.1857,3.1,83502,4.64,947.193,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","18.6 %","3.1 per 1,000 persons","4.64 %","947.2 per 100k persons"
"Solomon Islands","SLB",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,358,1.84,44.044,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","1.84 %","44 per 100k persons"
"Somalia","SOM",15893000,"Low income","July 05, 2022",239,0,0.04,45,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","No cases reported","0.04 per 1,000 persons","0 %","0 per 100k persons"
"South Africa","ZAF",59309000,"Upper middle income","January 03, 2023",57,0.1038,0.2,50828,3.28,21.204,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","10.4 %","0.2 per 1,000 persons","3.28 %","21.2 per 100k persons"
"South Georgia and the South Sandwich Islands","SGS",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"South Korea","KOR",51269000,"High income","October 31, 2021",486,NaN,NaN,125043,0.31,159.349,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.31 %","159.3 per 100k persons"
"South Sudan","SSD",11194000,"Low income","July 17, 2022",227,0.0091,0.05,170,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","0.9 %","0.05 per 1,000 persons","0 %","0 per 100k persons"
"Spain","ESP",46755000,"High income","March 01, 2023",0,0.1943,0.84,206621,2.63,150.906,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","no","19.4 %","0.84 per 1,000 persons","2.63 %","150.9 per 100k persons"
